chr17	0	5000
chr17	5000	10000
chr17	10000	15000
chr17	15000	20000
chr17	20000	25000
chr17	25000	30000
chr17	30000	35000
chr17	35000	40000
chr17	40000	45000
chr17	45000	50000
chr17	50000	55000
chr17	55000	60000
chr17	60000	65000
chr17	65000	70000
chr17	70000	75000
chr17	75000	80000
chr17	80000	85000
chr17	85000	90000
chr17	90000	95000
chr17	95000	100000
chr17	100000	105000
chr17	105000	110000
chr17	110000	115000
chr17	115000	120000
chr17	120000	125000
chr17	125000	130000
chr17	130000	135000
chr17	135000	140000
chr17	140000	145000
chr17	145000	150000
chr17	150000	155000
chr17	155000	160000
chr17	160000	165000
chr17	165000	170000
chr17	170000	175000
chr17	175000	180000
chr17	180000	185000
chr17	185000	190000
chr17	190000	195000
chr17	195000	200000
chr17	200000	205000
chr17	205000	210000
chr17	210000	215000
chr17	215000	220000
chr17	220000	225000
chr17	225000	230000
chr17	230000	235000
chr17	235000	240000
chr17	240000	245000
chr17	245000	250000
chr17	250000	255000
chr17	255000	260000
chr17	260000	265000
chr17	265000	270000
chr17	270000	275000
chr17	275000	280000
chr17	280000	285000
chr17	285000	290000
chr17	290000	295000
chr17	295000	300000
chr17	300000	305000
chr17	305000	310000
chr17	310000	315000
chr17	315000	320000
chr17	320000	325000
chr17	325000	330000
chr17	330000	335000
chr17	335000	340000
chr17	340000	345000
chr17	345000	350000
chr17	350000	355000
chr17	355000	360000
chr17	360000	365000
chr17	365000	370000
chr17	370000	375000
chr17	375000	380000
chr17	380000	385000
chr17	385000	390000
chr17	390000	395000
chr17	395000	400000
chr17	400000	405000
chr17	405000	410000
chr17	410000	415000
chr17	415000	420000
chr17	420000	425000
chr17	425000	430000
chr17	430000	435000
chr17	435000	440000
chr17	440000	445000
chr17	445000	450000
chr17	450000	455000
chr17	455000	460000
chr17	460000	465000
chr17	465000	470000
chr17	470000	475000
chr17	475000	480000
chr17	480000	485000
chr17	485000	490000
chr17	490000	495000
chr17	495000	500000
chr17	500000	505000
chr17	505000	510000
chr17	510000	515000
chr17	515000	520000
chr17	520000	525000
chr17	525000	530000
chr17	530000	535000
chr17	535000	540000
chr17	540000	545000
chr17	545000	550000
chr17	550000	555000
chr17	555000	560000
chr17	560000	565000
chr17	565000	570000
chr17	570000	575000
chr17	575000	580000
chr17	580000	585000
chr17	585000	590000
chr17	590000	595000
chr17	595000	600000
chr17	600000	605000
chr17	605000	610000
chr17	610000	615000
chr17	615000	620000
chr17	620000	625000
chr17	625000	630000
chr17	630000	635000
chr17	635000	640000
chr17	640000	645000
chr17	645000	650000
chr17	650000	655000
chr17	655000	660000
chr17	660000	665000
chr17	665000	670000
chr17	670000	675000
chr17	675000	680000
chr17	680000	685000
chr17	685000	690000
chr17	690000	695000
chr17	695000	700000
chr17	700000	705000
chr17	705000	710000
chr17	710000	715000
chr17	715000	720000
chr17	720000	725000
chr17	725000	730000
chr17	730000	735000
chr17	735000	740000
chr17	740000	745000
chr17	745000	750000
chr17	750000	755000
chr17	755000	760000
chr17	760000	765000
chr17	765000	770000
chr17	770000	775000
chr17	775000	780000
chr17	780000	785000
chr17	785000	790000
chr17	790000	795000
chr17	795000	800000
chr17	800000	805000
chr17	805000	810000
chr17	810000	815000
chr17	815000	820000
chr17	820000	825000
chr17	825000	830000
chr17	830000	835000
chr17	835000	840000
chr17	840000	845000
chr17	845000	850000
chr17	850000	855000
chr17	855000	860000
chr17	860000	865000
chr17	865000	870000
chr17	870000	875000
chr17	875000	880000
chr17	880000	885000
chr17	885000	890000
chr17	890000	895000
chr17	895000	900000
chr17	900000	905000
chr17	905000	910000
chr17	910000	915000
chr17	915000	920000
chr17	920000	925000
chr17	925000	930000
chr17	930000	935000
chr17	935000	940000
chr17	940000	945000
chr17	945000	950000
chr17	950000	955000
chr17	955000	960000
chr17	960000	965000
chr17	965000	970000
chr17	970000	975000
chr17	975000	980000
chr17	980000	985000
chr17	985000	990000
chr17	990000	995000
chr17	995000	1000000
chr17	1000000	1005000
chr17	1005000	1010000
chr17	1010000	1015000
chr17	1015000	1020000
chr17	1020000	1025000
chr17	1025000	1030000
chr17	1030000	1035000
chr17	1035000	1040000
chr17	1040000	1045000
chr17	1045000	1050000
chr17	1050000	1055000
chr17	1055000	1060000
chr17	1060000	1065000
chr17	1065000	1070000
chr17	1070000	1075000
chr17	1075000	1080000
chr17	1080000	1085000
chr17	1085000	1090000
chr17	1090000	1095000
chr17	1095000	1100000
chr17	1100000	1105000
chr17	1105000	1110000
chr17	1110000	1115000
chr17	1115000	1120000
chr17	1120000	1125000
chr17	1125000	1130000
chr17	1130000	1135000
chr17	1135000	1140000
chr17	1140000	1145000
chr17	1145000	1150000
chr17	1150000	1155000
chr17	1155000	1160000
chr17	1160000	1165000
chr17	1165000	1170000
chr17	1170000	1175000
chr17	1175000	1180000
chr17	1180000	1185000
chr17	1185000	1190000
chr17	1190000	1195000
chr17	1195000	1200000
chr17	1200000	1205000
chr17	1205000	1210000
chr17	1210000	1215000
chr17	1215000	1220000
chr17	1220000	1225000
chr17	1225000	1230000
chr17	1230000	1235000
chr17	1235000	1240000
chr17	1240000	1245000
chr17	1245000	1250000
chr17	1250000	1255000
chr17	1255000	1260000
chr17	1260000	1265000
