chr18	10000	15000
chr18	15000	20000
chr18	20000	25000
chr18	25000	30000
chr18	30000	35000
chr18	35000	40000
chr18	40000	45000
chr18	45000	50000
chr18	50000	55000
chr18	55000	60000
chr18	60000	65000
chr18	65000	70000
chr18	70000	75000
chr18	75000	80000
chr18	80000	85000
chr18	85000	90000
chr18	90000	95000
chr18	95000	100000
chr18	100000	105000
chr18	105000	110000
chr18	110000	115000
chr18	115000	120000
chr18	120000	125000
chr18	125000	130000
chr18	130000	135000
chr18	135000	140000
chr18	140000	145000
chr18	145000	150000
chr18	150000	155000
chr18	155000	160000
chr18	160000	165000
chr18	165000	170000
chr18	170000	175000
chr18	175000	180000
chr18	180000	185000
chr18	185000	190000
chr18	190000	195000
chr18	195000	200000
chr18	200000	205000
chr18	205000	210000
chr18	210000	215000
chr18	215000	220000
chr18	220000	225000
chr18	225000	230000
chr18	230000	235000
chr18	235000	240000
chr18	240000	245000
chr18	245000	250000
chr18	250000	255000
chr18	255000	260000
chr18	260000	265000
chr18	265000	270000
chr18	270000	275000
chr18	275000	280000
chr18	280000	285000
chr18	285000	290000
chr18	290000	295000
chr18	295000	300000
chr18	300000	305000
chr18	305000	310000
chr18	310000	315000
chr18	315000	320000
chr18	320000	325000
chr18	325000	330000
chr18	330000	335000
chr18	335000	340000
chr18	340000	345000
chr18	345000	350000
chr18	350000	355000
chr18	355000	360000
chr18	360000	365000
chr18	365000	370000
chr18	370000	375000
chr18	375000	380000
chr18	380000	385000
chr18	385000	390000
chr18	390000	395000
chr18	395000	400000
chr18	400000	405000
chr18	405000	410000
chr18	410000	415000
chr18	415000	420000
chr18	420000	425000
chr18	425000	430000
chr18	430000	435000
chr18	435000	440000
chr18	440000	445000
chr18	445000	450000
chr18	450000	455000
chr18	455000	460000
chr18	460000	465000
chr18	465000	470000
chr18	470000	475000
chr18	475000	480000
chr18	480000	485000
chr18	485000	490000
chr18	490000	495000
chr18	495000	500000
chr18	500000	505000
chr18	505000	510000
chr18	510000	515000
chr18	515000	520000
chr18	520000	525000
chr18	525000	530000
chr18	530000	535000
chr18	535000	540000
chr18	540000	545000
chr18	545000	550000
chr18	550000	555000
chr18	555000	560000
chr18	560000	565000
chr18	565000	570000
chr18	570000	575000
chr18	575000	580000
chr18	580000	585000
chr18	585000	590000
chr18	590000	595000
chr18	595000	600000
chr18	600000	605000
chr18	605000	610000
chr18	610000	615000
chr18	615000	620000
chr18	620000	625000
chr18	625000	630000
chr18	630000	635000
chr18	635000	640000
chr18	640000	645000
chr18	645000	650000
chr18	650000	655000
chr18	655000	660000
chr18	660000	665000
chr18	665000	670000
chr18	670000	675000
chr18	675000	680000
chr18	680000	685000
chr18	685000	690000
chr18	690000	695000
chr18	695000	700000
chr18	700000	705000
chr18	705000	710000
chr18	710000	715000
chr18	715000	720000
chr18	720000	725000
chr18	725000	730000
chr18	730000	735000
chr18	735000	740000
chr18	740000	745000
chr18	745000	750000
chr18	750000	755000
chr18	755000	760000
chr18	760000	765000
chr18	765000	770000
chr18	770000	775000
chr18	775000	780000
chr18	780000	785000
chr18	785000	790000
chr18	790000	795000
chr18	795000	800000
chr18	800000	805000
chr18	805000	810000
chr18	810000	815000
chr18	815000	820000
chr18	820000	825000
chr18	825000	830000
chr18	830000	835000
chr18	835000	840000
chr18	840000	845000
chr18	845000	850000
chr18	850000	855000
chr18	855000	860000
chr18	860000	865000
chr18	865000	870000
chr18	870000	875000
chr18	875000	880000
chr18	880000	885000
chr18	885000	890000
chr18	890000	895000
chr18	895000	900000
chr18	900000	905000
chr18	905000	910000
chr18	910000	915000
chr18	915000	920000
chr18	920000	925000
chr18	925000	930000
chr18	930000	935000
chr18	935000	940000
chr18	940000	945000
chr18	945000	950000
chr18	950000	955000
chr18	955000	960000
chr18	960000	965000
chr18	965000	970000
chr18	970000	975000
chr18	975000	980000
chr18	980000	985000
chr18	985000	990000
chr18	990000	995000
chr18	995000	1000000
chr18	1000000	1005000
chr18	1005000	1010000
chr18	1010000	1015000
chr18	1015000	1020000
chr18	1020000	1025000
chr18	1025000	1030000
chr18	1030000	1035000
chr18	1035000	1040000
chr18	1040000	1045000
chr18	1045000	1050000
chr18	1050000	1055000
chr18	1055000	1060000
chr18	1060000	1065000
chr18	1065000	1070000
chr18	1070000	1075000
chr18	1075000	1080000
chr18	1080000	1085000
chr18	1085000	1090000
chr18	1090000	1095000
chr18	1095000	1100000
chr18	1100000	1105000
chr18	1105000	1110000
chr18	1110000	1115000
chr18	1115000	1120000
chr18	1120000	1125000
chr18	1125000	1130000
chr18	1130000	1135000
chr18	1135000	1140000
chr18	1140000	1145000
chr18	1145000	1150000
chr18	1150000	1155000
chr18	1155000	1160000
chr18	1160000	1165000
chr18	1165000	1170000
chr18	1170000	1175000
chr18	1175000	1180000
chr18	1180000	1185000
chr18	1185000	1190000
chr18	1190000	1195000
chr18	1195000	1200000
chr18	1200000	1205000
